id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
011001,27470,287,190,2557,642,1242,12588,147,1609,1707,202,92,31,1823,214,1284,6844
011002,47982,322,161,3546,835,1861,22240,95,1729,1443,286,51,7,3604,755,1209,8197
011003,32060,324,187,3214,968,1121,16212,109,1007,1388,238,101,29,2102,388,1198,6639
011004,11365,156,98,1086,284,348,5484,70,549,1382,183,58,15,1389,293,253,2658
012005,13450,102,64,1291,333,666,4425,93,969,456,180,104,36,1170,104,380,3142
012006,24186,167,97,2130,529,921,9699,53,965,791,188,139,72,1420,227,1299,4687
013007,16755,229,108,1892,543,862,8017,108,1102,829,178,106,28,1156,118,353,4638
013008,16856,183,86,1912,578,880,6837,163,1122,1097,245,143,35,1641,368,880,4287
014009,14917,142,80,1441,406,705,7423,153,1671,1030,187,105,37,1079,67,327,4064
014010,16531,291,191,1762,577,757,7435,77,1229,1323,193,96,30,1227,205,999,4622
019900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
021001,20540,251,138,2099,736,840,8351,142,1732,1206,135,152,31,1824,222,1728,4488
022002,15973,197,109,1460,438,595,8341,136,1476,1602,136,123,39,1204,193,592,3189
023003,26977,448,302,2291,917,1843,12222,206,1682,1365,171,91,30,1838,206,2875,6305
023004,29509,962,714,2390,1124,564,11274,109,2507,2292,248,101,49,2195,252,5509,5881
024005,10482,168,129,1099,281,514,5015,164,612,947,242,58,16,939,113,257,3378
024006,25292,381,262,2841,792,792,12007,179,882,1095,164,105,15,2127,415,1364,6086
025007,12328,130,60,1047,272,550,6333,82,379,1059,120,63,22,1410,231,237,2805
025008,15591,195,120,1939,635,521,6452,77,584,1216,187,74,21,1864,449,1283,4078
029900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
031001,12079,90,79,1695,451,743,4668,79,648,417,107,118,68,1695,259,197,3525
032002,5955,78,47,505,111,371,2298,111,418,408,152,74,30,866,94,54,1442
032003,5572,37,32,479,128,277,2445,128,442,447,181,53,16,820,48,32,1268
033004,4676,30,25,490,89,292,2060,54,317,327,233,35,15,639,173,99,1139
033005,9872,89,48,950,273,392,4342,125,713,647,285,77,12,1063,131,89,1954
034006,6060,117,74,535,122,265,2696,117,784,344,228,85,64,726,58,58,1383
034007,8039,119,86,730,151,353,3952,104,405,953,106,36,16,745,119,99,1815
034008,6608,100,62,629,159,391,3007,167,494,721,175,46,13,710,135,121,1776
035009,8305,100,75,776,195,472,3854,136,565,835,144,49,24,1102,195,170,2511
035010,10072,139,114,1116,271,542,4535,164,769,574,164,69,38,1167,44,259,3387
036011,12013,214,170,1262,370,497,5874,83,461,1371,138,76,22,1309,439,558,3253
036012,9563,72,43,711,150,304,5513,129,590,1298,175,43,7,1048,282,243,2066
036013,9257,179,113,854,261,362,4376,35,336,1290,83,44,9,1290,427,353,2262
036014,16297,241,190,1482,434,800,8776,255,1241,779,259,186,45,1734,441,386,3774
037015,11946,153,113,1658,495,495,5273,138,404,1116,109,58,15,1378,367,451,3284
037016,8495,92,77,696,115,453,3993,112,497,977,130,36,0,929,207,192,2324
039900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
041001,17128,144,98,1532,457,1249,5875,468,1753,195,278,108,21,961,15,1969,4015
042002,11813,147,101,1720,480,426,4330,380,1030,380,403,124,31,1875,558,341,3385
042003,12563,100,64,941,239,1076,5706,303,1361,567,364,46,29,1012,132,200,3243
043004,10816,104,60,1022,269,551,5042,220,802,904,188,86,21,1321,382,250,2832
043005,12511,150,98,1128,280,646,5590,202,1409,522,209,91,26,1161,189,326,2727
043006,16987,130,64,1299,310,700,8565,106,1189,1111,260,74,24,1103,168,404,3744
044007,11001,65,50,799,161,709,4523,271,1528,528,593,80,35,1503,422,151,2860
044008,7362,46,32,640,127,382,3516,336,823,657,264,58,26,799,96,139,1900
045009,16423,124,71,1024,174,654,9133,334,2166,967,327,53,21,1152,135,210,4666
045010,35331,286,153,2413,614,892,15049,229,2751,1176,387,62,15,1827,357,772,6286
045011,10349,105,63,753,178,571,5371,219,1310,887,227,53,16,784,117,225,2309
049900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
051001,7557,32,21,683,144,480,3493,161,518,319,165,105,81,819,46,105,2219
051002,6000,82,44,928,229,465,2132,161,411,129,185,91,35,640,28,131,2040
051003,14584,154,104,1772,435,822,5770,167,1014,549,137,147,46,1236,116,748,3790
052004,6079,55,25,685,126,420,2390,244,538,143,181,92,34,739,92,164,1592
052005,7592,104,42,1151,256,496,2617,201,743,104,234,152,75,866,42,149,2374
052006,16188,142,78,1477,354,606,6630,161,912,381,185,72,19,1115,209,271,3115
053007,9727,81,45,1040,182,560,4336,394,949,358,242,81,30,989,40,162,2554
053008,13115,94,55,1113,243,517,5226,400,1669,431,219,63,0,987,204,235,2507
054009,4041,20,10,393,85,204,1632,80,294,174,164,60,30,587,10,25,916
059900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
061001,16261,193,126,1187,270,598,9171,157,647,1043,234,36,4,976,130,333,2927
061002,5342,55,33,504,107,275,2503,211,597,456,164,17,7,556,57,100,1417
062003,6431,48,23,710,150,370,2501,245,497,351,213,63,14,637,18,134,1698
062004,6231,28,6,663,145,340,2650,265,446,407,318,45,20,722,139,86,1438
063005,7022,70,47,580,102,315,3402,160,528,510,344,29,9,796,38,140,1772
063006,6093,50,32,569,98,297,2775,222,529,399,208,50,14,691,62,84,1437
064007,10055,75,49,684,150,370,3878,224,632,654,370,105,56,1896,796,127,2060
064008,8007,74,44,544,116,272,4094,181,742,574,677,49,14,1083,242,107,1732
069900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
071001,27463,406,213,2306,650,896,15228,156,1497,1683,258,65,23,1755,175,1041,7582
071002,13483,75,58,975,258,529,7519,83,1159,1430,229,58,17,1129,200,625,3534
072003,9526,123,85,941,241,558,4488,137,1088,757,246,33,19,998,142,378,2838
072004,17479,102,83,1433,430,519,7886,83,1045,1459,127,64,22,1408,452,551,3236
073005,7039,39,27,589,75,244,3574,141,550,939,240,47,12,762,228,130,1536
073006,9345,47,37,791,135,582,4877,303,991,787,163,70,28,959,186,233,2304
074007,14482,58,26,1189,268,695,4768,210,1226,789,137,147,11,1337,416,831,3278
074008,12149,67,30,1110,281,537,4943,293,1079,564,162,73,30,967,162,839,2507
074009,16382,105,39,1510,373,856,8054,582,2079,549,163,150,78,1236,105,340,3380
075010,8393,34,15,856,226,479,3878,269,887,343,204,65,25,915,111,151,2033
075011,8877,52,33,1015,262,491,3633,257,825,315,310,38,10,591,29,162,2436
076012,7620,39,11,918,128,417,3062,245,757,301,306,67,33,824,117,156,2009
076013,7648,62,42,976,242,533,2803,235,616,215,97,97,28,962,90,159,2014
076014,4563,14,9,665,136,309,1761,201,468,108,295,28,14,375,5,98,1321
