id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
0110,34438,341,200,3230,906,1259,16839,127,1297,1781,278,103,29,2535,472,1193,7183
0120,16768,120,72,1527,385,711,6267,67,873,556,166,109,48,1164,147,739,3502
0130,13332,163,77,1509,445,691,5882,108,882,766,168,99,25,1113,195,493,3537
0140,16368,232,146,1675,518,760,7694,115,1478,1234,197,104,34,1202,148,722,4527
0199,2705,28,26,203,49,125,1361,20,281,108,0,5,1,158,14,159,463
0210,8513,104,57,870,305,348,3461,59,718,500,56,63,13,756,92,716,1860
0220,10358,128,71,947,284,386,5409,88,957,1039,88,80,25,781,125,384,2068
0230,13209,345,250,1091,481,516,5427,70,1001,881,100,45,19,949,108,2037,2817
0240,9456,145,103,1042,284,344,4499,90,393,536,106,43,8,810,140,431,2495
0250,12758,152,87,1433,447,470,5669,70,452,1026,144,62,19,1505,328,804,3204
0299,1544,49,38,119,38,46,820,17,153,102,1,5,1,105,8,83,280
0310,2145,16,14,301,80,132,829,14,115,74,19,21,12,301,46,35,626
0320,2813,30,20,240,57,162,1141,57,207,205,79,32,12,411,37,22,666
0330,2606,21,13,259,64,125,1147,32,184,175,95,20,5,308,57,35,559
0340,6688,105,70,615,140,331,3145,124,487,699,149,47,23,687,107,94,1618
0350,5010,63,49,496,123,280,2303,82,354,434,85,31,16,638,87,111,1569
0360,12840,190,140,1173,330,537,6712,141,729,1263,181,97,23,1453,426,415,3089
0370,6155,73,57,691,175,289,2799,76,279,637,74,28,4,693,171,189,1688
0399,907,31,26,65,21,75,426,18,125,75,6,7,4,85,11,9,228
0410,3332,28,19,298,89,243,1143,91,341,38,54,21,4,187,3,383,781
0420,5050,47,31,486,129,357,2160,134,515,208,154,29,12,526,109,100,1347
0430,15085,133,73,1264,314,687,7318,179,1157,1026,243,88,25,1300,278,360,3513
0440,4731,29,21,380,76,273,2114,170,588,332,209,36,16,575,117,78,1225
0450,24061,203,113,1639,386,828,11325,295,2372,1187,361,66,20,1452,241,483,5002
0499,1371,24,21,104,16,85,714,30,238,71,1,2,2,94,2,27,307
0510,10494,105,66,1293,311,661,4192,181,725,363,180,127,56,997,71,382,3006
0520,9826,98,48,1069,241,479,3849,180,697,208,184,96,38,859,113,186,2273
0530,3601,28,16,348,67,177,1526,129,401,126,76,24,6,322,34,62,826
0540,812,4,2,79,17,41,328,16,59,35,33,12,6,118,2,5,184
0599,831,12,12,61,16,47,397,24,148,44,2,6,5,83,6,10,184
0610,6509,73,46,537,118,282,3395,149,467,479,141,17,5,518,60,128,1418
0620,5072,31,12,551,118,285,2054,203,379,301,208,44,13,540,58,90,1265
0630,5461,49,32,484,84,257,2557,166,446,375,222,35,10,619,44,90,1328
0640,6133,52,32,417,90,216,2798,138,488,422,390,49,21,973,317,80,1296
0699,544,8,7,35,13,41,286,20,75,89,0,6,3,48,2,9,115
0710,10465,125,70,841,233,363,5813,61,672,786,123,31,10,733,94,424,2844
0720,7502,58,44,649,186,281,3425,55,558,618,92,27,11,653,172,253,1616
0730,3800,20,15,320,48,187,1958,101,353,408,96,27,9,400,98,83,886
0740,9242,49,21,821,200,439,3759,225,905,419,104,75,24,760,148,485,1962
0750,4578,22,12,490,128,258,2017,141,460,177,131,29,10,420,42,83,1169
0760,5241,39,23,695,139,339,1988,187,419,199,184,50,19,566,65,94,1467
0799,948,15,13,77,14,47,543,17,145,95,0,4,3,60,3,13,188
0810,28827,325,176,2707,932,899,14384,190,3161,1701,280,239,82,2575,252,1606,6039
0820,6933,61,35,816,197,446,2822,196,912,206,164,63,35,686,50,109,1847
0830,3807,53,36,504,124,235,1653,81,329,83,112,51,9,462,44,62,1140
0840,4607,46,29,465,104,257,1712,169,458,103,166,50,18,371,27,48,1037
0899,1139,23,18,85,31,32,696,17,196,55,0,5,1,71,6,44,190
0910,6690,68,39,624,158,381,3365,177,777,560,174,29,13,697,101,265,1821
0920,8112,59,27,900,209,426,3391,175,501,611,128,82,27,1177,217,189,2188
0930,4329,21,12,501,124,264,2055,155,505,244,133,39,12,484,83,91,1093
0940,2147,12,7,286,60,121,844,71,112,166,49,13,8,274,46,35,610
0950,4054,40,26,424,108,151,1990,71,259,494,80,35,10,434,99,82,860
0999,767,7,7,53,19,37,407,34,144,58,0,8,7,86,12,18,148
1010,12690,149,79,1631,342,694,5352,437,1267,301,238,177,63,1360,173,204,3765
1020,8377,108,60,1254,212,570,3404,213,497,332,150,103,27,942,136,137,3298
1030,2530,20,13,254,55,113,1266,56,139,180,96,17,3,214,23,31,530
1040,2566,25,15,205,35,103,1197,62,177,140,214,18,3,338,53,47,507
1099,486,13,10,34,6,30,256,25,75,27,0,2,0,54,7,5,103
1110,5744,101,69,769,191,387,2337,134,524,191,123,53,19,704,88,136,2008
1120,5144,51,31,586,142,249,2532,163,627,266,138,32,9,467,63,83,1520
1130,11112,111,89,1153,259,448,5581,258,997,445,132,63,30,1028,241,273,2479
1140,6782,71,49,756,138,339,3296,154,567,528,125,55,16,700,185,128,1829
1150,2151,14,11,226,60,99,1101,42,117,334,87,15,4,243,42,26,535
1199,630,14,10,53,13,24,329,21,116,38,1,4,1,64,9,17,128
1210,6614,97,59,683,189,363,2868,142,736,278,94,51,14,636,73,126,2037
1220,7388,87,40,848,199,440,3066,103,473,234,112,34,11,531,40,240,1889
1240,2923,24,14,217,45,165,1356,112,337,282,168,20,7,448,32,43,668
1250,5700,49,31,562,137,251,1907,117,408,222,103,57,21,464,48,77,1237
1260,3978,46,23,543,143,259,1615,83,414,129,70,59,22,360,8,60,1332
1299,741,8,6,64,24,58,335,18,92,58,0,2,1,42,2,7,160
