id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
011001,36009,424,267,3569,991,868,17563,205,2201,2365,342,62,14,1764,280,1224,7801
011002,114281,354,156,3881,752,1366,39194,138,1936,2671,648,43,0,3103,960,752,7988
011003,37791,254,161,3155,853,567,18988,158,1260,1677,268,80,29,2075,619,1445,5786
011004,15285,126,59,846,202,211,7519,112,955,1526,254,56,36,1490,647,261,2927
012005,17453,144,87,1503,384,469,5684,76,871,934,223,55,22,1191,177,1726,3142
012006,27927,133,88,1833,425,581,11837,74,1032,1183,218,77,27,1271,204,1231,3617
013007,17321,142,93,1897,448,649,7064,106,956,629,222,93,39,1139,186,588,3590
013008,18135,151,74,1748,470,624,8114,199,1102,908,250,90,35,1437,542,526,3554
014009,14358,181,98,1645,347,566,6241,114,1055,627,282,57,26,1105,284,437,3429
014010,16679,171,101,1815,484,510,6206,79,860,708,204,93,40,1228,339,1143,3486
019900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
021001,24700,302,156,1818,626,556,10330,119,1509,1145,203,101,45,1637,326,2530,3913
022002,15503,137,73,1134,344,375,8575,177,1162,1985,171,20,11,1134,208,356,2724
023003,27569,362,257,2353,853,505,12129,105,1034,1367,191,100,10,1772,515,3139,4416
023004,19000,356,232,1489,603,334,7925,113,872,1522,225,91,33,1776,697,2924,3400
024005,10282,89,59,736,199,258,5564,186,1010,1108,330,42,34,1205,393,118,2194
024006,25982,259,181,2672,929,456,12119,197,983,1209,222,41,25,1924,584,2319,4645
025007,14537,86,40,1060,334,252,6272,96,609,1248,185,93,36,1709,454,417,2848
025008,17808,148,94,1770,691,365,7275,107,642,1165,252,57,12,1983,726,1882,3972
029900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
031001,9882,99,43,1283,321,389,4053,117,518,722,148,117,37,1302,284,228,2615
032002,5114,18,4,383,89,145,2493,71,614,387,167,21,11,557,167,35,1000
032003,4246,28,11,271,39,160,2057,116,415,243,111,22,0,498,94,50,824
033004,4382,21,15,448,93,170,2091,67,278,494,376,15,0,386,67,98,891
033005,8144,45,13,766,208,214,4263,130,461,714,344,91,52,636,175,71,1298
034006,5250,68,39,309,68,152,2701,73,675,326,354,11,6,523,84,28,968
034007,9827,95,62,702,171,275,5145,135,570,1389,211,59,25,1095,362,109,2077
034008,7541,44,15,602,177,238,3699,204,692,995,131,23,0,855,308,81,1599
035009,8594,79,42,995,254,312,3831,135,530,688,159,45,19,1030,257,138,2123
035010,9228,78,46,974,144,327,3878,124,752,693,118,92,33,1027,222,242,2191
036011,13426,112,43,984,356,252,7280,132,655,1620,159,43,27,1162,488,457,3049
036012,11078,96,48,592,162,195,6523,210,600,1567,213,26,0,1027,287,173,2542
036013,12167,66,31,810,235,199,6931,49,416,1332,186,18,4,1359,571,212,3992
036014,15931,124,79,1101,258,352,7703,251,1333,1131,285,116,52,1768,839,198,2490
037015,13814,79,19,1330,389,253,7521,147,1202,1323,302,49,11,1391,503,189,2990
037016,8261,52,27,523,122,204,4442,143,863,1069,167,55,24,1100,510,106,1793
039900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
041001,14536,117,46,1691,419,592,5531,409,1900,536,204,46,10,1333,87,1011,3877
042002,10274,115,69,914,238,177,4949,284,1314,553,523,92,54,1306,384,223,2075
042003,15504,94,66,1134,271,424,8573,365,1231,605,243,52,28,946,132,125,2556
043004,12033,81,35,964,192,359,6319,206,892,1031,269,39,21,1040,355,209,2461
043005,14129,79,53,1110,217,447,6299,197,1255,926,250,13,7,1182,210,269,3035
043006,19069,133,61,1501,367,445,10172,159,902,1436,318,82,24,1289,263,277,3720
044007,8840,58,37,591,94,277,4140,277,1323,413,512,26,5,1035,491,94,1741
044008,6207,30,15,394,79,143,3256,179,728,679,233,18,9,576,158,70,1098
045009,13256,108,48,706,123,346,6862,290,1167,806,279,26,19,832,178,130,2333
045010,26918,269,116,2230,598,551,14137,304,1398,1082,333,52,25,1667,600,437,4567
045011,16915,75,32,816,171,284,5583,179,877,1314,181,45,14,905,248,213,2040
049900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
051001,6669,61,41,775,192,306,3171,73,547,416,155,33,20,531,78,143,1641
051002,6719,83,41,1038,212,297,2566,90,617,356,202,76,19,685,29,95,2125
051003,16121,212,124,1812,435,608,6395,91,731,804,177,105,51,1239,164,511,3556
052004,7593,53,18,753,144,276,3558,153,643,389,219,39,18,871,131,79,1694
052005,9021,87,33,1385,364,451,3541,130,521,237,360,53,23,1021,307,117,2753
052006,17234,117,57,1714,466,483,7961,89,624,754,241,46,22,1288,182,211,3205
053007,11398,115,51,1093,307,371,4628,192,908,416,352,32,19,761,160,205,2340
053008,12311,77,70,1106,247,325,5901,255,1152,851,278,77,39,1199,340,170,2660
054009,4484,50,25,419,130,175,2097,120,240,340,385,50,25,484,40,25,849
059900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
061001,17676,114,73,824,132,323,10925,159,692,1570,164,68,9,951,200,205,1976
061002,5588,42,15,543,108,208,2492,163,558,522,157,72,28,636,142,127,1287
062003,6288,35,16,641,108,283,2375,115,433,285,157,33,9,770,80,164,1507
062004,6452,45,20,577,144,277,2873,141,506,523,294,37,17,814,195,119,1366
063005,6914,35,20,504,87,291,3105,116,481,1081,268,44,15,751,163,111,1308
063006,5850,22,2,321,86,174,2933,160,593,481,219,61,25,622,80,65,1035
064007,8129,53,23,515,135,316,3739,132,640,651,312,64,26,1192,568,49,1381
064008,8243,63,33,488,79,222,4199,219,850,922,457,61,12,1127,450,107,1298
069900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
071001,25701,392,240,2011,541,541,14559,110,815,1406,354,76,46,1322,179,1006,5683
071002,11748,116,62,956,249,287,5514,175,673,1463,274,58,29,935,150,524,2431
072003,10177,96,67,851,202,288,4961,173,793,1178,221,43,19,909,144,240,2158
072004,16582,108,47,1274,316,400,7397,104,780,1227,121,44,20,1227,343,454,2484
073005,9927,69,36,461,85,137,5778,129,469,1431,182,12,4,764,247,77,1245
073006,8356,41,18,698,161,289,4201,193,758,638,197,73,51,992,179,165,1860
074007,14928,55,27,986,181,345,5206,148,1145,1063,192,142,0,1058,290,789,2181
074008,11576,96,35,890,153,396,5107,102,1229,511,150,64,22,1079,409,185,1988
074009,15810,107,47,1379,293,559,8038,306,1818,579,160,93,53,1099,60,260,2784
075010,7203,61,23,726,161,271,3256,177,978,307,200,45,13,707,77,152,1736
075011,7396,95,47,730,152,313,2890,123,734,336,218,71,24,692,100,166,1554
076012,6836,45,17,809,173,212,2980,123,798,508,151,33,11,658,123,123,1562
076013,7765,63,7,695,97,403,3056,188,570,125,153,83,42,1007,97,188,1924
076014,4622,28,9,403,70,155,2044,220,591,169,319,47,14,427,23,66,942
076015,5908,40,20,596,121,219,2351,118,411,236,199,54,20,664,152,158,1199
079900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
081001,14694,210,130,1281,415,374,7305,121,1117,1012,291,118,46,1482,362,1095,3796
