id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
081002,24401,226,97,2073,617,572,12330,207,1464,937,283,121,55,1905,333,593,4930
081003,16074,117,52,1453,542,410,7499,110,729,1091,195,62,22,1321,352,454,3513
081004,12734,157,78,1274,377,380,5689,100,706,919,296,51,15,1245,267,696,3557
081005,14487,166,77,1215,339,429,7374,281,1637,326,243,122,58,1394,128,352,3505
082006,13389,178,112,1324,381,482,5967,178,1553,365,360,76,56,994,147,264,3445
082007,10790,156,91,975,277,412,5003,221,1088,438,395,91,74,1032,156,160,2484
082008,4880,21,3,565,119,262,1734,136,422,98,269,42,14,590,66,63,1395
083009,10495,171,131,967,252,348,5850,161,741,549,197,10,10,907,86,71,2736
083010,6673,117,58,994,251,251,2807,175,544,444,181,23,23,708,76,76,2246
084011,9949,93,31,1030,216,546,4851,268,1081,443,227,51,21,536,62,82,2235
084012,6043,48,25,611,138,302,2735,253,691,295,454,58,14,634,65,51,1389
089900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
091001,19267,362,205,1512,419,394,10755,164,986,2251,304,58,25,1849,846,1011,4453
091002,9134,54,27,717,161,314,4509,368,1246,941,170,63,45,1192,269,152,1856
091003,9034,60,33,728,120,288,4854,272,881,875,147,60,27,984,294,98,1826
091004,7432,35,30,657,136,273,3380,303,909,475,187,30,5,712,152,131,1480
092005,11332,59,32,1451,301,383,4936,224,1145,716,114,59,32,1378,246,306,3070
092006,18020,139,61,1641,321,417,9257,486,860,1259,122,78,26,2171,1216,382,3005
092007,11859,105,61,693,161,233,6293,205,1042,1153,111,33,17,1192,327,128,1702
092008,7785,47,37,1119,233,289,2927,121,858,485,84,19,0,1044,214,205,2228
093009,5796,30,15,678,130,261,2632,391,715,339,257,41,22,570,123,71,1340
093010,7774,55,16,881,211,250,3602,351,499,304,320,16,8,772,164,125,1598
093011,10050,49,32,712,146,307,3949,146,777,615,178,16,16,2703,2007,16,1683
093012,5167,23,0,324,116,185,1599,93,324,255,116,23,0,672,255,23,695
094013,3916,17,17,333,68,145,1419,145,368,205,248,17,0,633,77,86,847
094014,5989,34,9,680,112,207,2573,241,396,361,34,34,0,946,163,146,1420
094015,9671,73,73,1498,175,407,2618,102,451,684,58,58,44,1498,160,276,2938
094016,3722,15,0,482,75,181,1055,60,332,105,90,30,30,407,151,45,769
095017,6352,22,16,473,103,190,3124,228,418,956,43,22,5,935,337,60,1185
095018,5823,42,32,614,127,169,2911,127,815,836,265,0,0,635,116,21,1006
095019,14291,138,64,1306,349,423,6318,92,681,966,166,64,46,1462,451,221,2676
095020,4375,31,23,391,102,125,1977,141,453,523,234,16,0,586,180,55,891
099900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101001,8826,92,55,1524,277,386,3032,290,466,424,92,84,38,1071,307,109,2847
101002,10698,79,52,1435,254,401,4854,358,918,320,110,70,19,1071,167,163,3250
101003,11501,50,21,1036,193,309,4661,447,1150,267,169,48,16,883,124,127,2337
102004,11373,110,62,1646,314,394,4171,249,527,297,71,82,28,1742,564,255,3077
102005,7813,118,54,1412,246,335,2730,108,359,556,59,69,10,1053,320,113,2558
102006,8092,41,24,1228,231,349,2720,268,414,259,69,36,4,1160,409,170,2307
103007,8320,68,30,681,124,244,4171,143,583,598,496,34,15,891,256,60,1546
104008,6473,42,21,993,68,183,2377,68,376,517,287,16,10,742,146,68,1604
104009,4585,32,11,357,67,159,1904,71,304,350,272,7,0,689,293,42,735
109900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111001,5004,21,0,528,84,211,2492,0,359,232,486,84,42,486,127,42,929
111002,6250,79,35,853,155,218,2493,190,352,411,86,59,10,687,90,221,2075
111003,7683,86,56,1083,250,239,3586,232,586,456,90,41,15,695,149,168,2226
112004,9897,75,44,1073,188,257,4660,201,759,439,332,50,6,916,182,157,2051
112005,7310,38,28,636,101,215,3538,326,958,411,206,60,13,835,193,133,1581
113006,8978,103,82,738,148,266,3999,251,1086,451,218,54,15,1022,236,88,1821
113007,15911,75,36,1617,368,430,7543,277,1255,720,215,81,39,1359,381,205,2953
113008,24051,199,139,1584,498,438,8545,339,847,966,149,80,30,1813,747,588,3028
114009,9875,59,40,937,202,301,4703,146,655,832,155,62,22,1164,373,233,2241
114010,9285,61,34,976,244,264,3890,305,868,325,108,54,20,996,278,230,1932
114011,7081,64,40,637,107,223,3109,223,593,406,88,88,52,927,223,107,1489
115012,12948,55,55,1019,248,358,6942,275,909,1846,386,55,28,1515,441,275,2810
115013,6453,26,18,501,136,199,3365,166,442,977,306,48,15,538,85,92,1083
119900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121001,10107,82,39,1225,330,369,3740,104,896,609,226,86,21,1060,233,333,2382
121002,12289,137,74,1165,255,407,4820,137,910,396,277,92,30,1187,259,414,2612
122003,12310,109,34,1575,385,644,4617,82,730,269,168,71,34,905,101,322,3281
122004,34346,141,51,1503,417,655,6594,116,1560,340,360,71,39,925,109,1849,3204
122005,17783,130,46,1933,502,502,8706,130,678,604,195,46,19,1552,288,223,3428
124006,4105,4,0,321,74,189,1694,86,502,189,255,25,16,432,62,148,736
124007,5594,30,27,407,72,173,2742,126,676,601,532,36,9,586,176,102,903
125008,7188,37,18,672,147,226,3178,67,617,452,251,49,18,807,122,147,1620
125009,10382,104,51,1217,316,436,3967,92,525,313,367,70,19,1116,424,307,2298
126010,10205,108,54,918,216,432,3607,43,842,184,227,65,22,1544,702,162,2009
126011,9768,123,69,1406,272,487,4181,157,832,264,61,115,61,820,149,218,2705
126012,7100,59,37,1188,286,528,2354,51,623,139,213,44,15,557,59,205,2611
129900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
