id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
0110,43982,281,164,2969,764,662,19864,167,1531,2043,350,75,29,2214,690,1143,6146
0120,18524,116,73,1380,336,434,7066,63,788,874,184,54,20,1025,158,1255,2803
0130,13549,112,64,1394,351,487,5796,116,786,586,180,70,28,983,276,426,2731
0140,16119,181,103,1792,436,551,6409,97,975,692,246,79,35,1209,324,854,3565
0199,4542,73,61,321,115,87,2780,42,360,183,0,9,1,194,40,161,655
0210,9987,122,63,735,253,225,4177,48,610,463,82,41,18,662,132,1023,1582
0220,9965,88,47,729,221,241,5512,114,747,1276,110,13,7,729,134,229,1751
0230,11018,174,118,904,345,198,4728,53,457,706,102,46,11,861,300,1464,1863
0240,8752,84,58,824,273,172,4264,92,478,556,132,20,14,753,235,592,1649
0250,13513,102,60,1227,455,263,5621,84,513,974,185,57,17,1532,509,1090,2895
0299,1614,38,28,117,42,40,906,22,176,144,0,2,1,92,14,143,248
0310,1602,16,7,208,52,63,657,19,84,117,24,19,6,211,46,37,424
0320,2210,10,3,157,32,70,1075,41,248,153,67,10,3,247,64,19,431
0330,2106,11,5,205,50,66,1063,33,125,206,126,17,8,173,40,30,373
0340,7027,61,34,512,134,207,3585,131,561,895,183,31,10,777,250,72,1462
0350,4657,42,23,525,118,168,2040,70,315,366,78,31,12,546,131,89,1137
0360,13479,103,52,892,258,257,7275,169,782,1447,217,53,22,1358,557,266,3045
0370,6374,38,14,524,143,134,3452,86,602,702,135,31,11,730,301,85,1381
0399,1295,22,16,80,17,48,610,33,161,138,2,3,2,84,12,34,213
0410,2846,23,9,331,82,116,1083,80,372,105,40,9,2,261,17,198,759
0420,5795,42,28,445,109,145,3109,142,525,246,138,27,15,442,88,65,1005
0430,16693,112,53,1321,296,441,8673,197,1018,1290,310,59,22,1261,314,267,3348
0440,3738,21,12,243,44,100,1866,112,493,303,175,11,4,388,146,41,695
0450,22799,175,76,1495,359,456,10321,289,1312,1302,299,50,22,1345,413,317,3482
0499,1486,28,20,132,31,61,898,55,253,106,0,1,0,109,0,54,306
0510,10388,128,73,1290,296,423,4209,89,659,547,187,78,32,872,92,264,2597
0520,10794,81,35,1219,314,376,4810,107,533,438,247,42,19,980,189,131,2394
0530,3375,28,17,314,80,100,1487,63,291,175,91,15,8,274,69,54,710
0540,898,10,5,84,26,35,420,24,48,68,77,10,5,97,8,5,170
0599,785,9,8,53,15,46,377,23,105,44,1,3,3,58,6,22,128
