id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
01,91321,1014,521,6779,1736,2084,41934,535,4352,4669,1524,305,125,5406,1177,2880,15703
02,62194,940,650,4766,1519,1212,28793,485,3107,4335,904,314,109,5034,1015,3039,11082
03,39803,313,170,2587,635,951,22010,816,3074,4660,1138,172,70,3994,1036,500,8463
04,53322,641,338,3840,907,1493,26829,767,4674,3117,1746,134,58,3422,792,1208,10047
05,26499,344,195,2724,619,988,11390,312,1885,1174,555,174,70,2446,331,549,6408
06,25072,210,115,1575,303,789,13092,582,2808,1860,1379,139,52,2580,616,433,4695
07,40184,496,306,3117,710,1255,19062,504,3336,2540,1117,213,73,3367,651,1146,8064
08,44978,580,320,3952,1047,1428,19689,538,3482,1732,1281,218,91,4253,746,1180,9544
09,23250,209,132,1804,377,727,11867,566,2603,2070,495,143,72,2517,576,392,4729
10,24285,260,159,2982,545,911,9507,477,1783,1173,381,162,58,2565,448,344,6181
11,25618,236,141,2382,487,780,12407,695,2467,1750,535,133,53,2508,559,378,5708
12,29180,340,181,2682,636,1115,13375,352,2461,1354,1094,215,77,2586,477,829,7076
