id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
011001,4491,47,31,418,105,203,2058,24,263,279,33,15,5,298,35,210,1119
011002,6550,44,22,484,114,254,3036,13,236,197,39,7,1,492,103,165,1119
011003,19673,199,115,1972,594,688,9948,67,618,852,146,62,18,1290,238,735,4074
011004,3724,51,32,356,93,114,1797,23,180,453,60,19,5,455,96,83,871
012005,6344,48,30,609,157,314,2087,44,457,215,85,49,17,552,49,179,1482
012006,10424,72,42,918,228,397,4180,23,416,341,81,60,31,612,98,560,2020
013007,6510,89,42,735,211,335,3115,42,428,322,69,41,11,449,46,137,1802
013008,6822,74,35,774,234,356,2767,66,454,444,99,58,14,664,149,356,1735
014009,6937,66,37,670,189,328,3452,71,777,479,87,49,17,502,31,152,1890
014010,9431,166,109,1005,329,432,4242,44,701,755,110,55,17,700,117,570,2637
019900,2705,28,26,203,49,125,1361,20,281,108,0,5,1,158,14,159,463
021001,8513,104,57,870,305,348,3461,59,718,500,56,63,13,756,92,716,1860
022002,10358,128,71,947,284,386,5409,88,957,1039,88,80,25,781,125,384,2068
023003,5357,89,60,455,182,366,2427,41,334,271,34,18,6,365,41,571,1252
023004,7852,256,190,636,299,150,3000,29,667,610,66,27,13,584,67,1466,1565
024005,2690,43,33,282,72,132,1287,42,157,243,62,15,4,241,29,66,867
024006,6766,102,70,760,212,212,3212,48,236,293,44,28,4,569,111,365,1628
025007,3899,41,19,331,86,174,2003,26,120,335,38,20,7,446,73,75,887
025008,8859,111,68,1102,361,296,3666,44,332,691,106,42,12,1059,255,729,2317
029900,1544,49,38,119,38,46,820,17,153,102,1,5,1,105,8,83,280
031001,2145,16,14,301,80,132,829,14,115,74,19,21,12,301,46,35,626
032002,1767,23,14,150,33,110,682,33,124,121,45,22,9,257,28,16,428
032003,1046,7,6,90,24,52,459,24,83,84,34,10,3,154,9,6,238
033004,944,6,5,99,18,59,416,11,64,66,47,7,3,129,35,20,230
033005,1662,15,8,160,46,66,731,21,120,109,48,13,2,179,22,15,329
034006,1144,22,14,101,23,50,509,22,148,65,43,16,12,137,11,11,261
034007,3096,46,33,281,58,136,1522,40,156,367,41,14,6,287,46,38,699
034008,2448,37,23,233,59,145,1114,62,183,267,65,17,5,263,50,45,658
035009,3413,41,31,319,80,194,1584,56,232,343,59,20,10,453,80,70,1032
035010,1597,22,18,177,43,86,719,26,122,91,26,11,6,185,7,41,537
036011,3313,59,47,348,102,137,1620,23,127,378,38,21,6,361,121,154,897
036012,2675,20,12,199,42,85,1542,36,165,363,49,12,2,293,79,68,578
036013,2124,41,26,196,60,83,1004,8,77,296,19,10,2,296,98,81,519
036014,4728,70,55,430,126,232,2546,74,360,226,75,54,13,503,128,112,1095
037015,3285,42,31,456,136,136,1450,38,111,307,30,16,4,379,101,124,903
037016,2870,31,26,235,39,153,1349,38,168,330,44,12,0,314,70,65,785
039900,907,31,26,65,21,75,426,18,125,75,6,7,4,85,11,9,228
041001,3332,28,19,298,89,243,1143,91,341,38,54,21,4,187,3,383,781
042002,1525,19,13,222,62,55,559,49,133,49,52,16,4,242,72,44,437
042003,3525,28,18,264,67,302,1601,85,382,159,102,13,8,284,37,56,910
043004,4668,45,26,441,116,238,2176,95,346,390,81,37,9,570,165,108,1222
043005,1918,23,15,173,43,99,857,31,216,80,32,14,4,178,29,50,418
043006,8499,65,32,650,155,350,4285,53,595,556,130,37,12,552,84,202,1873
044007,2189,13,10,159,32,141,900,54,304,105,118,16,7,299,84,30,569
044008,2542,16,11,221,44,132,1214,116,284,227,91,20,9,276,33,48,656
045009,4618,35,20,288,49,184,2568,94,609,272,92,15,6,324,38,59,1312
045010,14333,116,62,979,249,362,6105,93,1116,477,157,25,6,741,145,313,2550
045011,5110,52,31,372,88,282,2652,108,647,438,112,26,8,387,58,111,1140
049900,1371,24,21,104,16,85,714,30,238,71,1,2,2,94,2,27,307
051001,2159,9,6,195,41,137,998,46,148,91,47,30,23,234,13,30,634
051002,2567,35,19,397,98,199,912,69,176,55,79,39,15,274,12,56,873
051003,5768,61,41,701,172,325,2282,66,401,217,54,58,18,489,46,296,1499
052004,1447,13,6,163,30,100,569,58,128,34,43,22,8,176,22,39,379
052005,2341,32,13,355,79,153,807,62,229,32,72,47,23,267,13,46,732
052006,6038,53,29,551,132,226,2473,60,340,142,69,27,7,416,78,101,1162
053007,1927,16,9,206,36,111,859,78,188,71,48,16,6,196,8,32,506
053008,1674,12,7,142,31,66,667,51,213,55,28,8,0,126,26,30,320
054009,812,4,2,79,17,41,328,16,59,35,33,12,6,118,2,5,184
059900,831,12,12,61,16,47,397,24,148,44,2,6,5,83,6,10,184
061001,3617,43,28,264,60,133,2040,35,144,232,52,8,1,217,29,74,651
061002,2892,30,18,273,58,149,1355,114,323,247,89,9,4,301,31,54,767
062003,2836,21,10,313,66,163,1103,108,219,155,94,28,6,281,8,59,749
062004,2236,10,2,238,52,122,951,95,160,146,114,16,7,259,50,31,516
063005,2409,24,16,199,35,108,1167,55,181,175,118,10,3,273,13,48,608
063006,3052,25,16,285,49,149,1390,111,265,200,104,25,7,346,31,42,720
064007,2689,20,13,183,40,99,1037,60,169,175,99,28,15,507,213,34,551
064008,3444,32,19,234,50,117,1761,78,319,247,291,21,6,466,104,46,745
069900,544,8,7,35,13,41,286,20,75,89,0,6,3,48,2,9,115
071001,7230,107,56,607,171,236,4009,41,394,443,68,17,6,462,46,274,1996
071002,3235,18,14,234,62,127,1804,20,278,343,55,14,4,271,48,150,848
072003,2014,26,18,199,51,118,949,29,230,160,52,7,4,211,30,80,600
072004,5488,32,26,450,135,163,2476,26,328,458,40,20,7,442,142,173,1016
073005,1792,10,7,150,19,62,910,36,140,239,61,12,3,194,58,33,391
073006,2008,10,8,170,29,125,1048,65,213,169,35,15,6,206,40,50,495
074007,2752,11,5,226,51,132,906,40,233,150,26,28,2,254,79,158,623
074008,3984,22,10,364,92,176,1621,96,354,185,53,24,10,317,53,275,822
074009,2506,16,6,231,57,131,1232,89,318,84,25,23,12,189,16,52,517
075010,2716,11,5,277,73,155,1255,87,287,111,66,21,8,296,36,49,658
075011,1862,11,7,213,55,103,762,54,173,66,65,8,2,124,6,34,511
076012,1369,7,2,165,23,75,550,44,136,54,55,12,6,148,21,28,361
076013,1105,9,6,141,35,77,405,34,89,31,14,14,4,139,13,23,291
076014,974,3,2,142,29,66,376,43,100,23,63,6,3,80,1,21,282
076015,1793,20,13,247,52,121,657,66,94,91,52,18,6,199,30,22,533
079900,948,15,13,77,14,47,543,17,145,95,0,4,3,60,3,13,188
081001,4650,68,39,428,155,124,2310,21,528,342,56,38,7,457,29,299,1015
081002,9380,80,44,827,263,239,5133,38,988,439,79,49,15,651,61,493,1753
081003,6722,92,49,658,260,223,3443,30,634,411,54,44,13,627,101,351,1432
081004,5232,67,37,544,190,200,2363,39,556,464,69,64,26,485,50,340,1215
081005,2843,18,7,250,64,113,1135,62,455,45,22,44,21,355,11,123,624
082006,2508,25,11,283,71,160,943,43,299,81,55,19,10,257,18,48,678
082007,2813,23,17,302,69,155,1269,92,404,84,53,24,12,267,29,40,650
082008,1612,13,7,231,57,131,610,61,209,41,56,20,13,162,3,21,519
083009,2207,31,20,252,54,111,1130,47,192,47,59,19,5,215,26,35,555
083010,1600,22,16,252,70,124,523,34,137,36,53,32,4,247,18,27,585
084011,1101,12,7,142,40,60,482,32,150,28,21,25,10,91,2,7,291
084012,3506,34,22,323,64,197,1230,137,308,75,145,25,8,280,25,41,746
089900,1139,23,18,85,31,32,696,17,196,55,0,5,1,71,6,44,190
091001,2288,31,18,186,59,119,1220,34,230,320,34,13,4,203,36,168,609
091002,1151,11,6,102,21,58,684,42,179,61,45,1,1,108,6,13,317
091003,1627,14,8,166,45,108,763,51,175,92,54,11,5,202,25,43,484
091004,1624,12,7,170,33,96,698,50,193,87,41,4,3,184,34,41,411
092005,2363,10,6,323,80,142,877,62,169,172,31,37,15,356,49,75,731
092006,2481,25,10,216,54,87,1156,44,127,169,28,24,8,431,116,51,597
092007,2182,18,10,201,42,121,977,53,146,200,37,11,3,240,37,42,498
092008,1086,6,1,160,33,76,381,16,59,70,32,10,1,150,15,21,362
093009,2024,11,6,258,71,131,962,85,169,102,77,17,4,220,34,43,536
093010,1324,4,2,127,27,89,669,49,240,47,34,15,4,132,10,30,301
093011,743,5,3,90,20,33,343,14,78,92,16,4,3,96,35,17,205
093012,238,1,1,26,6,11,81,7,18,3,6,3,1,36,4,1,51
094013,522,2,1,61,12,20,226,25,51,48,25,3,2,80,7,7,150
094014,754,5,3,94,13,47,353,26,29,43,10,6,3,94,27,4,187
094015,654,5,3,111,31,39,189,11,21,58,2,3,2,79,10,22,217
094016,217,0,0,20,4,15,76,9,11,17,12,1,1,21,2,2,56
095017,1158,8,7,103,21,41,590,36,87,161,21,10,1,150,46,30,216
095018,626,2,1,66,9,32,285,8,50,89,11,5,1,64,11,3,128
095019,1705,26,16,206,63,52,838,15,66,156,9,8,2,153,34,32,382
095020,565,4,2,49,15,26,277,12,56,88,39,12,6,67,8,17,134
099900,767,7,7,53,19,37,407,34,144,58,0,8,7,86,12,18,148
101001,2694,44,24,496,109,177,753,74,167,60,21,53,16,345,58,54,957
101002,5789,70,39,761,170,337,2671,188,638,142,116,91,36,570,39,95,1875
101003,4207,35,16,374,63,180,1928,175,462,99,101,33,11,445,76,55,933
102004,4572,51,31,689,125,332,1895,115,265,183,80,52,10,506,52,73,1880
102005,1895,33,19,291,44,119,769,36,113,85,24,24,10,183,34,30,824
102006,1910,24,10,274,43,119,740,62,119,64,46,27,7,253,50,34,594
103007,2530,20,13,254,55,113,1266,56,139,180,96,17,3,214,23,31,530
104008,1127,17,10,109,18,40,487,41,86,52,66,7,1,132,14,17,243
104009,1439,8,5,96,17,63,710,21,91,88,148,11,2,206,39,30,264
109900,486,13,10,34,6,30,256,25,75,27,0,2,0,54,7,5,103
111001,415,4,3,71,14,27,153,1,28,16,28,6,1,41,2,5,116
111002,2520,44,33,344,80,183,978,56,232,84,44,23,5,322,32,61,955
111003,2809,53,33,354,97,177,1206,77,264,91,51,24,13,341,54,70,937
112004,2158,17,7,259,62,119,956,50,196,81,59,12,2,190,14,43,581
112005,2986,34,24,327,80,130,1576,113,431,185,79,20,7,277,49,40,939
113006,3144,32,25,371,63,130,1469,117,388,134,62,11,4,445,92,69,805
113007,5813,48,38,579,142,266,3136,108,412,254,51,36,16,397,65,130,1267
113008,2155,31,26,203,54,52,976,33,197,57,19,16,10,186,84,74,407
114009,3048,38,30,322,56,161,1424,64,187,302,44,20,7,322,73,66,817
114010,1517,16,9,178,36,78,697,43,210,113,26,14,3,188,73,28,419
114011,2217,17,10,256,46,100,1175,47,170,113,55,21,6,190,39,34,593
115012,471,3,3,50,12,16,258,8,42,54,25,3,1,47,12,12,109
115013,1680,11,8,176,48,83,843,34,75,280,62,12,3,196,30,14,426
119900,630,14,10,53,13,24,329,21,116,38,1,4,1,64,9,17,128
121001,2979,41,25,356,105,186,1272,44,311,157,46,20,4,316,23,58,1146
121002,3635,56,34,327,84,177,1596,98,425,121,48,31,10,320,50,68,891
122003,3246,45,21,417,102,207,1368,40,208,90,48,14,1,250,23,56,893
122004,2365,11,2,263,61,151,774,46,213,54,54,14,8,179,4,157,628
122005,1777,31,17,168,36,82,924,17,52,90,10,6,2,102,13,27,368
124006,1052,7,3,104,15,78,394,32,112,44,41,7,2,153,10,21,270
124007,1871,17,11,113,30,87,962,80,225,238,127,13,5,295,22,22,398
125008,1254,14,9,136,32,82,540,49,148,64,15,22,9,131,3,24,321
125009,4446,35,22,426,105,169,1367,68,260,158,88,35,12,333,45,53,916
126010,985,7,3,102,24,40,490,32,91,32,20,10,5,79,0,14,305
126011,2163,29,15,337,88,150,866,36,229,72,24,39,14,214,6,38,769
126012,830,10,5,104,31,69,259,15,94,25,26,10,3,67,2,8,258
129900,741,8,6,64,24,58,335,18,92,58,0,2,1,42,2,7,160
