id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
01,106006,976,611,7446,1936,2047,49285,533,4973,5038,1354,309,112,5598,1330,3350,16015
02,60354,947,574,4605,1453,1084,29984,475,3156,4646,775,294,116,5294,1448,4431,11368
03,43058,316,163,2834,628,1035,23824,720,2983,4835,1232,253,99,4296,1368,595,9371
04,55242,523,292,3919,865,1418,29432,755,4345,3446,1096,175,83,3573,809,948,9441
05,26444,265,155,2909,670,1052,12047,307,1721,1071,705,166,67,2324,316,446,6370
06,25537,162,88,1750,352,747,13972,601,2610,2543,1162,142,66,2645,614,361,4528
07,40896,415,255,3286,696,1145,20586,745,3072,3032,986,226,90,3456,712,1041,8040
08,45437,513,290,4026,1190,1411,22311,633,3118,2175,1228,239,116,4060,654,1107,10662
09,23994,146,85,2152,470,718,12524,676,1772,2772,693,161,81,2611,752,371,4979
10,24338,235,140,3005,538,898,10394,649,1892,1088,638,210,64,2941,677,357,6188
11,28521,237,147,2686,552,829,14126,807,2599,2193,660,177,75,2715,606,429,6181
12,33207,311,162,2851,703,1173,13841,404,2274,1297,959,177,65,2803,664,971,6930
