id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
01,85561,1253,610,7921,2362,2242,36486,620,4317,3358,1695,354,140,6180,1346,2849,16545
02,50187,868,504,4613,1383,1153,22050,436,2380,3285,1214,314,105,5499,1311,1853,11001
03,39312,410,166,2790,687,963,20310,770,2553,4139,1092,207,83,4722,1294,522,8441
04,50719,643,248,4224,1195,1427,24061,707,3770,3173,1544,133,45,3975,847,1064,9997
05,27233,359,143,2848,700,1090,11084,253,1470,1058,589,175,61,3257,542,481,7225
06,25678,284,110,1752,348,849,12410,466,2376,1568,961,115,39,3082,772,298,4818
07,39204,546,241,3216,735,1301,17414,504,2973,2169,1123,208,69,3907,822,1066,8263
08,44793,767,379,4368,1272,1594,19121,394,2872,1453,1388,242,95,4558,789,1578,11342
09,22779,225,94,1923,426,668,9881,317,1571,1600,605,144,60,3317,1016,309,4571
10,24915,331,148,3052,625,929,9714,451,1778,1075,457,242,77,3435,800,308,6202
11,27470,260,112,2570,586,789,11911,445,1979,1418,632,187,67,3355,896,335,6252
12,30518,337,131,2876,713,1191,12898,369,2464,1540,985,193,63,3295,635,1024,6815
