id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
01,333300.0,3155.0,1746.0,21929.0,5533.0,6158.0,163647.0,1332.0,14001.0,14382.0,3596.0,714.0,322.0,16009.0,4189.0,6767.0,45364.0
02,197777.0,2940.0,1636.0,14172.0,4540.0,3157.0,93965.0,1363.0,8764.0,11318.0,2438.0,674.0,272.0,13819.0,3978.0,16293.0,33029.0
03,173188.0,1045.0,480.0,10827.0,2543.0,3825.0,101244.0,2771.0,13061.0,17077.0,4458.0,814.0,324.0,17193.0,5265.0,1841.0,44294.0
04,180819.0,1476.0,763.0,12104.0,2810.0,4381.0,94320.0,2504.0,15305.0,10728.0,5715.0,552.0,238.0,11619.0,2134.0,2801.0,32966.0
05,100657.0,931.0,446.0,9417.0,2014.0,3828.0,45672.0,1500.0,6648.0,3491.0,2333.0,606.0,258.0,8289.0,1282.0,1431.0,24273.0
06,72610.0,471.0,255.0,4427.0,890.0,1908.0,39012.0,1257.0,6530.0,6671.0,3434.0,228.0,84.0,6859.0,1887.0,894.0,11990.0
07,183415.0,1647.0,931.0,13571.0,3087.0,5101.0,86565.0,2502.0,12698.0,11951.0,4608.0,764.0,248.0,15064.0,2908.0,3942.0,34328.0
08,164322.0,1902.0,1046.0,13516.0,3500.0,4950.0,73954.0,1979.0,11801.0,7566.0,4040.0,941.0,429.0,15348.0,2223.0,5226.0,35137.0
09,194704.0,1388.0,707.0,15176.0,3546.0,5743.0,91194.0,3288.0,12750.0,16184.0,5906.0,1207.0,604.0,21014.0,5585.0,4082.0,38315.0
10,76660.0,654.0,353.0,9088.0,1623.0,2884.0,32090.0,1833.0,6145.0,3575.0,2516.0,606.0,143.0,8894.0,1804.0,1247.0,18408.0
11,128921.0,1004.0,490.0,11778.0,2672.0,2948.0,63248.0,3168.0,9573.0,8866.0,3928.0,698.0,262.0,12633.0,2912.0,2238.0,27406.0
12,152588.0,1568.0,720.0,13697.0,3194.0,5446.0,61079.0,1609.0,10580.0,5443.0,3660.0,574.0,219.0,13482.0,4199.0,4222.0,32770.0
